Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:28
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:30
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:33
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:37
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:40
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:43
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:46
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:49
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:51
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:53
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:56
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:07:58
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:01
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:03
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:06
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:09
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:15
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:17
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:19
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:21
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:23
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:25
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:28
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:30
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:33
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:35
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:37
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:38
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:40
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:43
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:45
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:47
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:49
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:50
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:52
Temp: 43.52 Humidity: 24.42 Pressure: 1038.2Time: 24/12/2020 16:08:54
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:46
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:47
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:49
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:51
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:53
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:56
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:57
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:14:59
Temp: 44.0 Humidity: 24.09 Pressure: 1038.13 Time: 24/12/2020 16:15:07
